n	k	truth	candidate	T	N	depth	polarity	anf	gates
4	5	211b	42556	60	74	4	13	2404	8,3,19,25
4	5	211b	47836	60	74	4	14	400a	19,24,1,10
4	5	211b	56720	60	74	4	14	400a	19,25,1,24
4	5	211b	1984	60	76	4	15	200c	24,16,8,2
4	5	211b	9252	60	76	4	15	2044	8,2,24,26
4	5	4000	1	28	30	0	1	8000	
4	5	4000	1132	28	36	4	0	8000	11,11,1,16
4	5	4000	1208	28	36	4	0	8000	8,1,8,17
4	5	4000	2144	28	36	4	0	8000	3,25,24,17
4	5	4000	2456	28	36	4	0	8000	25,10,17,8
4	5	4000	3140	28	36	4	0	8000	26,1,8,26
4	5	4000	4912	28	36	4	0	8000	26,19,10,16
4	5	4000	5708	28	36	4	0	8000	24,16,3,24
4	5	4084	1092	48	56	4	0	8400	10,16,3,24
4	5	4084	4580	48	56	4	0	8040	24,2,10,24
4	5	4084	7164	48	56	4	0	8040	11,2,26,19
4	5	4084	9324	48	56	4	0	8040	3,16,11,26
4	5	4084	10640	48	56	4	0	8040	2,11,26,19
4	5	4084	10960	48	56	4	0	8040	3,26,10,19
4	5	4084	13836	48	56	4	0	8400	10,19,26,3
4	5	4084	16332	48	56	4	0	8020	24,1,8,10
4	5	4d27	41432	60	70	4	4	490	3,24,17,1
4	5	4d27	52452	60	70	4	4	4018	1,17,24,1
4	5	4d27	1476	60	72	4	5	4210	17,8,11,25
4	5	4d27	1608	60	72	4	3	4024	25,10,19,19
4	5	4d27	4448	60	72	4	5	4210	17,11,8,25
4	5	4d27	10736	60	72	4	5	4210	17,8,11,25
4	5	4d27	11496	60	72	4	6	290	3,16,8,24
4	5	4d27	16140	60	72	4	6	4210	17,11,26,24
4	5	60ad	37888	68	84	4	15	9008	2,24,16,17
4	5	60ad	44652	68	84	4	15	8420	19,2,17,24
4	5	60ad	53796	68	84	4	15	8240	1,26,16,25
4	5	60ad	10377	68	92	8	15	8420	16,26,16,8,11,2,25,19
4	5	60ad	14097	68	92	8	15	8240	24,1,11,16,11,10,10,26
4	5	60ad	48813	68	92	8	15	8420	19,26,1,17,24,17,16,17
4	5	60ad	50817	68	92	8	15	8420	11,25,10,26,2,24,19,11
4	5	60ad	51425	68	92	8	15	8420	11,16,25,2,17,19,1,10
4	5	6300	3	44	48	0	3	2400	
4	5	6300	3796	44	52	4	0	4200	8,1,25,10
4	5	6300	4360	44	52	4	0	2400	25,24,2,2
4	5	6300	7900	44	52	4	0	2400	19,25,24,19
4	5	6300	8008	44	52	4	0	2400	17,25,1,26
4	5	6300	8936	44	52	4	0	1800	10,2,17,26
4	5	6300	12752	44	52	4	0	2040	1,19,26,25
4	5	6300	18960	44	52	4	0	2400	16,24,24,25
4	5	7c00	2456	64	72	4	0	9100	25,10,17,8
4	5	7c00	9136	64	72	4	0	9100	2,8,2,26
4	5	7c00	10528	64	72	4	0	8500	17,16,8,25
4	5	7c00	15952	64	72	4	0	8500	16,25,8,17
4	5	7c00	16668	64	72	4	0	8500	26,8,17,10
4	5	7c00	37088	64	72	4	0	9100	10,26,1,8
4	5	7c00	37308	64	72	4	0	8500	25,1,16,1
4	5	7c00	37344	64	72	4	0	8500	25,2,16,1
4	6	0	0	0	0	0	0	0	
4	6	0	1	0	2	0	1	0	
4	6	0	2	0	2	0	2	0	
4	6	0	4	0	2	0	4	0	
4	6	0	8	0	2	0	8	0	
4	6	0	3	0	4	0	3	0	
4	6	0	5	0	4	0	5	0	
4	6	0	6	0	4	0	6	0	
4	6	400	5	32	36	0	5	8000	
4	6	400	300	32	40	4	0	8000	19,26,3,16
4	6	400	3796	32	40	4	0	8000	8,1,25,10
4	6	400	4464	32	40	4	0	8000	26,26,10,8
4	6	400	4852	32	40	4	0	8000	26,8,10,2
4	6	400	5188	32	40	4	0	8000	10,11,19,16
4	6	400	5436	32	40	4	0	8000	26,24,1,17
4	6	400	6244	32	40	4	0	8000	26,16,8,16
4	6	407	1316	52	64	4	12	1080	24,19,2,2
4	6	407	1564	52	64	4	12	1800	16,26,19,16
4	6	407	2376	52	64	4	12	1080	24,1,19,1
4	6	407	2984	52	64	4	12	1080	11,24,16,17
4	6	407	3292	52	64	4	10	480	17,10,24,17
4	6	407	3400	52	64	4	5	4020	16,3,25,16
4	6	407	3920	52	64	4	3	4008	3,24,10,17
4	6	407	4768	52	64	4	12	1080	17,16,24,17
4	6	800	4	32	34	0	4	8000	
4	6	800	1092	32	40	4	0	8000	10,16,3,24
4	6	800	4580	32	40	4	0	8000	24,2,10,24
4	6	800	5572	32	40	4	0	8000	3,16,11,10
4	6	800	6280	32	40	4	0	8000	11,11,19,10
4	6	800	6736	32	40	4	0	8000	19,10,16,16
4	6	800	7164	32	40	4	0	8000	11,2,26,19
4	6	800	7724	32	40	4	0	8000	25,1,16,10
4	6	87b	5856	92	100	4	0	8141	2,10,8,26
4	6	87b	19952	92	100	4	0	8141	8,24,2,16
4	6	87b	30056	92	100	4	0	8141	2,8,10,26
4	6	87b	32736	92	100	4	0	8403	3,24,11,19
4	6	87b	2432	92	102	4	1	8141	10,3,26,3
4	6	87b	3644	92	102	4	4	8141	24,10,10,2
4	6	87b	4004	92	102	4	1	8141	10,24,2,24
4	6	87b	7344	92	102	4	1	8109	24,1,16,17
4	6	1400	792	28	36	4	0	2000	2,10,17,16
4	6	1400	852	28	36	4	0	800	8,24,8,17
4	6	1400	1052	28	36	4	0	2000	3,24,10,25
4	6	1400	5436	28	36	4	0	800	26,24,1,17
4	6	1400	9420	28	36	4	0	800	2,2,17,8
4	6	1400	12112	28	36	4	0	800	24,17,19,19
4	6	1400	14684	28	36	4	0	4000	8,2,24,1
4	6	1400	16752	28	36	4	0	2000	10,26,24,26
4	6	2000	2	32	34	0	2	8000	
4	6	2000	104	32	40	4	0	8000	17,10,19,2
4	6	2000	196	32	40	4	0	8000	8,3,3,25
4	6	2000	316	32	40	4	0	8000	2,2,11,1
4	6	2000	340	32	40	4	0	8000	2,16,2,17
4	6	2000	456	32	40	4	0	8000	10,1,11,3
4	6	2000	508	32	40	4	0	8000	19,10,17,3
4	6	2000	1812	32	40	4	0	8000	3,11,17,11
4	6	211b	2268	72	86	4	13	200c	16,8,24,1
4	6	211b	36968	72	86	4	11	850	26,2,16,17
4	6	211b	41204	72	86	4	13	2044	26,8,2,17
4	6	211b	42556	72	86	4	13	2404	8,3,19,25
4	6	211b	47836	72	86	4	14	400a	19,24,1,10
4	6	211b	56720	72	86	4	14	400a	19,25,1,24
4	6	211b	1984	72	88	4	15	200c	24,16,8,2
4	6	211b	9252	72	88	4	15	2044	8,2,24,26
4	6	3400	1092	56	64	4	0	8020	10,16,3,24
4	6	3400	12580	56	64	4	0	8400	17,3,10,3
4	6	3400	15124	56	64	4	0	8400	17,24,10,24
4	6	3400	16452	56	64	4	0	8200	8,1,10,16
4	6	3400	18192	56	64	4	0	8400	17,11,2,11
4	6	3400	25488	56	64	4	0	9000	25,10,26,25
4	6	3400	26148	56	64	4	0	8400	17,24,26,24
4	6	3400	27120	56	64	4	0	8400	17,8,26,8
4	6	3800	4464	56	64	4	0	9000	26,26,10,8
4	6	3800	7208	56	64	4	0	8400	17,26,2,16
4	6	3800	16752	56	64	4	0	9000	10,26,24,26
4	6	3800	19892	56	64	4	0	9000	1,1,10,8
4	6	3800	21248	56	64	4	0	8200	1,16,8,26
4	6	3800	23164	56	64	4	0	8400	17,16,8,10
4	6	3800	24260	56	64	4	0	8400	16,24,17,10
4	6	3800	27168	56	64	4	0	9000	8,10,10,10
4	6	4000	1	32	34	0	1	8000	
4	6	4000	1132	32	40	4	0	8000	11,11,1,16
4	6	4000	1208	32	40	4	0	8000	8,1,8,17
4	6	4000	2144	32	40	4	0	8000	3,25,24,17
4	6	4000	2456	32	40	4	0	8000	25,10,17,8
4	6	4000	3140	32	40	4	0	8000	26,1,8,26
4	6	4000	4912	32	40	4	0	8000	26,19,10,16
4	6	4000	5708	32	40	4	0	8000	24,16,3,24
4	6	4084	1092	56	64	4	0	8400	10,16,3,24
4	6	4084	4580	56	64	4	0	8040	24,2,10,24
4	6	4084	7164	56	64	4	0	8040	11,2,26,19
4	6	4084	9324	56	64	4	0	8040	3,16,11,26
4	6	4084	10640	56	64	4	0	8040	2,11,26,19
4	6	4084	10960	56	64	4	0	8040	3,26,10,19
4	6	4084	13836	56	64	4	0	8400	10,19,26,3
4	6	4084	16332	56	64	4	0	8020	24,1,8,10
4	6	4c00	0	56	56	0	0	8400	
4	6	4c00	552	56	64	4	0	8400	10,26,24,8
4	6	4c00	1068	56	64	4	0	8400	3,3,10,2
4	6	4c00	5480	56	64	4	0	8008	3,16,19,24
4	6	4c00	5756	56	64	4	0	8400	2,26,8,16
4	6	4c00	6644	56	64	4	0	8400	24,16,10,10
4	6	4c00	6796	56	64	4	0	8040	19,26,24,11
4	6	4c00	7604	56	64	4	0	8400	16,24,24,24
4	6	4d27	41432	72	82	4	4	490	3,24,17,1
4	6	4d27	52452	72	82	4	4	4018	1,17,24,1
4	6	4d27	1476	72	84	4	5	4210	17,8,11,25
4	6	4d27	1608	72	84	4	3	4024	25,10,19,19
4	6	4d27	4448	72	84	4	5	4210	17,11,8,25
4	6	4d27	10736	72	84	4	5	4210	17,8,11,25
4	6	4d27	11496	72	84	4	6	290	3,16,8,24
4	6	4d27	16140	72	84	4	6	4210	17,11,26,24
4	6	6000	196	28	36	4	0	2000	8,3,3,25
4	6	6000	340	28	36	4	0	800	2,16,2,17
4	6	6000	1132	28	36	4	0	4000	11,11,1,16
4	6	6000	2144	28	36	4	0	80	3,25,24,17
4	6	6000	2756	28	36	4	0	4000	25,1,10,25
4	6	6000	3140	28	36	4	0	4000	26,1,8,26
4	6	6000	5856	28	36	4	0	2000	2,10,8,26
4	6	6000	7684	28	36	4	0	2000	8,17,25,17
4	6	60ad	37888	80	96	4	15	9008	2,24,16,17
4	6	60ad	44652	80	96	4	15	8420	19,2,17,24
4	6	60ad	53796	80	96	4	15	8240	1,26,16,25
4	6	60ad	10377	80	104	8	15	8420	16,26,16,8,11,2,25,19
4	6	60ad	14097	80	104	8	15	8240	24,1,11,16,11,10,10,26
4	6	60ad	48813	80	104	8	15	8420	19,26,1,17,24,17,16,17
4	6	60ad	50817	80	104	8	15	8420	11,25,10,26,2,24,19,11
4	6	60ad	51425	80	104	8	15	8420	11,16,25,2,17,19,1,10
4	6	6300	3	52	56	0	3	2400	
4	6	6300	3796	52	60	4	0	4200	8,1,25,10
4	6	6300	4360	52	60	4	0	2400	25,24,2,2
4	6	6300	7900	52	60	4	0	2400	19,25,24,19
4	6	6300	8008	52	60	4	0	2400	17,25,1,26
4	6	6300	8936	52	60	4	0	1800	10,2,17,26
4	6	6300	12752	52	60	4	0	2040	1,19,26,25
4	6	6300	18960	52	60	4	0	2400	16,24,24,25
4	6	6369	4704	48	58	4	2	2004	2,3,17,3
4	6	6369	13004	48	58	4	4	810	19,2,10,17
4	6	6369	13720	48	58	4	2	2004	1,1,2,17
4	6	6369	19012	48	58	4	2	2004	17,1,19,2
4	6	6369	23008	48	58	4	2	2004	16,19,1,26
4	6	6369	24108	48	58	4	2	2004	2,19,3,17
4	6	6369	35312	48	58	4	2	2004	2,26,26,17
4	6	6369	40484	48	58	4	2	2004	26,25,17,1
4	6	7000	0	56	56	0	0	9000	
4	6	7000	1380	56	64	4	0	9000	16,24,1,25
4	6	7000	2772	56	64	4	0	8020	3,25,24,3
4	6	7000	3412	56	64	4	0	9000	25,1,8,8
4	6	7000	3768	56	64	4	0	9000	1,25,16,8
4	6	7000	4356	56	64	4	0	9000	2,2,17,1
4	6	7000	5480	56	64	4	0	8020	3,16,19,24
4	6	7000	6480	56	64	4	0	8400	10,2,1,17
4	6	7c00	2456	76	84	4	0	9100	25,10,17,8
4	6	7c00	9136	76	84	4	0	9100	2,8,2,26
4	6	7c00	10528	76	84	4	0	8500	17,16,8,25
4	6	7c00	15952	76	84	4	0	8500	16,25,8,17
4	6	7c00	16668	76	84	4	0	8500	26,8,17,10
4	6	7c00	37088	76	84	4	0	9100	10,26,1,8
4	6	7c00	37308	76	84	4	0	8500	25,1,16,1
4	6	7c00	37344	76	84	4	0	8500	25,2,16,1
4	7	0	0	0	0	0	0	0	
4	7	0	1	0	2	0	1	0	
4	7	0	2	0	2	0	2	0	
4	7	0	4	0	2	0	4	0	
4	7	0	8	0	2	0	8	0	
4	7	0	3	0	4	0	3	0	
4	7	0	5	0	4	0	5	0	
4	7	0	6	0	4	0	6	0	
4	7	400	5	36	40	0	5	8000	
4	7	400	300	36	44	4	0	8000	19,26,3,16
4	7	400	3796	36	44	4	0	8000	8,1,25,10
4	7	400	4464	36	44	4	0	8000	26,26,10,8
4	7	400	4852	36	44	4	0	8000	26,8,10,2
4	7	400	5188	36	44	4	0	8000	10,11,19,16
4	7	400	5436	36	44	4	0	8000	26,24,1,17
4	7	400	6244	36	44	4	0	8000	26,16,8,16
4	7	408	300	32	40	4	0	800	19,26,3,16
4	7	408	6792	32	40	4	0	4000	3,10,16,24
4	7	408	6964	32	40	4	0	4000	16,3,10,16
4	7	408	10240	32	40	4	0	80	17,19,24,10
4	7	408	12780	32	40	4	0	80	2,16,26,16
4	7	408	14820	32	40	4	0	80	16,24,2,11
4	7	408	16752	32	40	4	0	80	10,26,24,26
4	7	408	17620	32	40	4	0	800	3,26,2,16
4	7	800	4	36	38	0	4	8000	
4	7	800	1092	36	44	4	0	8000	10,16,3,24
4	7	800	4580	36	44	4	0	8000	24,2,10,24
4	7	800	5572	36	44	4	0	8000	3,16,11,10
4	7	800	6280	36	44	4	0	8000	11,11,19,10
4	7	800	6736	36	44	4	0	8000	19,10,16,16
4	7	800	7164	36	44	4	0	8000	11,2,26,19
4	7	800	7724	36	44	4	0	8000	25,1,16,10
4	7	1248	1672	28	36	4	0	40	19,19,25,2
4	7	1248	2948	28	36	4	0	8	19,25,17,16
4	7	1248	7020	28	36	4	0	8	25,16,19,11
4	7	1248	8416	28	36	4	0	200	16,16,11,16
4	7	1248	9812	28	36	4	0	200	11,17,16,25
4	7	1248	10188	28	36	4	0	1000	8,11,10,2
4	7	1248	10580	28	36	4	0	1000	11,25,2,25
4	7	1248	11092	28	36	4	0	20	25,1,2,8
4	7	1400	792	32	40	4	0	2000	2,10,17,16
4	7	1400	852	32	40	4	0	800	8,24,8,17
4	7	1400	1052	32	40	4	0	2000	3,24,10,25
4	7	1400	5436	32	40	4	0	800	26,24,1,17
4	7	1400	9420	32	40	4	0	800	2,2,17,8
4	7	1400	12112	32	40	4	0	800	24,17,19,19
4	7	1400	14684	32	40	4	0	4000	8,2,24,1
4	7	1400	16752	32	40	4	0	2000	10,26,24,26
4	7	16c7	4648	84	96	4	12	4210	11,8,26,3
4	7	16c7	13100	84	96	4	5	2018	25,10,24,11
4	7	16c7	18320	84	96	4	9	4210	1,10,25,3
4	7	16c7	32428	84	96	4	12	1082	16,2,8,26
4	7	16c7	42864	84	96	4	9	4210	2,3,10,24
4	7	16c7	58112	84	96	4	9	284	2,17,24,11
4	7	16c7	58588	84	96	4	9	4210	3,8,2,8
4	7	16c7	64464	84	96	4	12	2410	25,3,8,10
4	7	2000	2	36	38	0	2	8000	
4	7	2000	104	36	44	4	0	8000	17,10,19,2
4	7	2000	196	36	44	4	0	8000	8,3,3,25
4	7	2000	316	36	44	4	0	8000	2,2,11,1
4	7	2000	340	36	44	4	0	8000	2,16,2,17
4	7	2000	456	36	44	4	0	8000	10,1,11,3
4	7	2000	508	36	44	4	0	8000	19,10,17,3
4	7	2000	1812	36	44	4	0	8000	3,11,17,11
4	7	3400	1092	64	72	4	0	8020	10,16,3,24
4	7	3400	12580	64	72	4	0	8400	17,3,10,3
4	7	3400	15124	64	72	4	0	8400	17,24,10,24
4	7	3400	16452	64	72	4	0	8200	8,1,10,16
4	7	3400	18192	64	72	4	0	8400	17,11,2,11
4	7	3400	25488	64	72	4	0	9000	25,10,26,25
4	7	3400	26148	64	72	4	0	8400	17,24,26,24
4	7	3400	27120	64	72	4	0	8400	17,8,26,8
4	7	3800	4464	64	72	4	0	9000	26,26,10,8
4	7	3800	7208	64	72	4	0	8400	17,26,2,16
4	7	3800	16752	64	72	4	0	9000	10,26,24,26
4	7	3800	19892	64	72	4	0	9000	1,1,10,8
4	7	3800	21248	64	72	4	0	8200	1,16,8,26
4	7	3800	23164	64	72	4	0	8400	17,16,8,10
4	7	3800	24260	64	72	4	0	8400	16,24,17,10
4	7	3800	27168	64	72	4	0	9000	8,10,10,10
4	7	4000	1	36	38	0	1	8000	
4	7	4000	1132	36	44	4	0	8000	11,11,1,16
4	7	4000	1208	36	44	4	0	8000	8,1,8,17
4	7	4000	2144	36	44	4	0	8000	3,25,24,17
4	7	4000	2456	36	44	4	0	8000	25,10,17,8
4	7	4000	3140	36	44	4	0	8000	26,1,8,26
4	7	4000	4912	36	44	4	0	8000	26,19,10,16
4	7	4000	5708	36	44	4	0	8000	24,16,3,24
4	7	4800	1092	32	40	4	0	800	10,16,3,24
4	7	4800	1208	32	40	4	0	800	8,1,8,17
4	7	4800	4580	32	40	4	0	4000	24,2,10,24
4	7	4800	5708	32	40	4	0	800	24,16,3,24
4	7	4800	5856	32	40	4	0	4000	2,10,8,26
4	7	4800	7164	32	40	4	0	4000	11,2,26,19
4	7	4800	7724	32	40	4	0	2000	25,1,16,10
4	7	4800	8936	32	40	4	0	4000	10,2,17,26
4	7	4c00	0	64	64	0	0	8400	
4	7	4c00	552	64	72	4	0	8400	10,26,24,8
4	7	4c00	1068	64	72	4	0	8400	3,3,10,2
4	7	4c00	5480	64	72	4	0	8008	3,16,19,24
4	7	4c00	5756	64	72	4	0	8400	2,26,8,16
4	7	4c00	6644	64	72	4	0	8400	24,16,10,10
4	7	4c00	6796	64	72	4	0	8040	19,26,24,11
4	7	4c00	7604	64	72	4	0	8400	16,24,24,24
4	7	6000	196	32	40	4	0	2000	8,3,3,25
4	7	6000	340	32	40	4	0	800	2,16,2,17
4	7	6000	1132	32	40	4	0	4000	11,11,1,16
4	7	6000	2144	32	40	4	0	80	3,25,24,17
4	7	6000	2756	32	40	4	0	4000	25,1,10,25
4	7	6000	3140	32	40	4	0	4000	26,1,8,26
4	7	6000	5856	32	40	4	0	2000	2,10,8,26
4	7	6000	7684	32	40	4	0	2000	8,17,25,17
4	7	6369	4704	56	66	4	2	2004	2,3,17,3
4	7	6369	13004	56	66	4	4	810	19,2,10,17
4	7	6369	13720	56	66	4	2	2004	1,1,2,17
4	7	6369	19012	56	66	4	2	2004	17,1,19,2
4	7	6369	23008	56	66	4	2	2004	16,19,1,26
4	7	6369	24108	56	66	4	2	2004	2,19,3,17
4	7	6369	35312	56	66	4	2	2004	2,26,26,17
4	7	6369	40484	56	66	4	2	2004	26,25,17,1
4	7	7000	0	64	64	0	0	9000	
4	7	7000	1380	64	72	4	0	9000	16,24,1,25
4	7	7000	2772	64	72	4	0	8020	3,25,24,3
4	7	7000	3412	64	72	4	0	9000	25,1,8,8
4	7	7000	3768	64	72	4	0	9000	1,25,16,8
4	7	7000	4356	64	72	4	0	9000	2,2,17,1
4	7	7000	5480	64	72	4	0	8020	3,16,19,24
4	7	7000	6480	64	72	4	0	8400	10,2,1,17
4	7	7c00	2456	88	96	4	0	9100	25,10,17,8
4	7	7c00	9136	88	96	4	0	9100	2,8,2,26
4	7	7c00	10528	88	96	4	0	8500	17,16,8,25
4	7	7c00	15952	88	96	4	0	8500	16,25,8,17
4	7	7c00	16668	88	96	4	0	8500	26,8,17,10
4	7	7c00	37088	88	96	4	0	9100	10,26,1,8
4	7	7c00	37308	88	96	4	0	8500	25,1,16,1
4	7	7c00	37344	88	96	4	0	8500	25,2,16,1
4	8	0	0	0	0	0	0	0	
4	8	0	1	0	2	0	1	0	
4	8	0	2	0	2	0	2	0	
4	8	0	4	0	2	0	4	0	
4	8	0	8	0	2	0	8	0	
4	8	0	3	0	4	0	3	0	
4	8	0	5	0	4	0	5	0	
4	8	0	6	0	4	0	6	0	
4	8	1400	792	36	44	4	0	2000	2,10,17,16
4	8	1400	852	36	44	4	0	800	8,24,8,17
4	8	1400	1052	36	44	4	0	2000	3,24,10,25
4	8	1400	5436	36	44	4	0	800	26,24,1,17
4	8	1400	9420	36	44	4	0	800	2,2,17,8
4	8	1400	12112	36	44	4	0	800	24,17,19,19
4	8	1400	14684	36	44	4	0	4000	8,2,24,1
4	8	1400	16752	36	44	4	0	2000	10,26,24,26
4	8	16c7	4648	96	108	4	12	4210	11,8,26,3
4	8	16c7	13100	96	108	4	5	2018	25,10,24,11
4	8	16c7	18320	96	108	4	9	4210	1,10,25,3
4	8	16c7	32428	96	108	4	12	1082	16,2,8,26
4	8	16c7	42864	96	108	4	9	4210	2,3,10,24
4	8	16c7	58112	96	108	4	9	284	2,17,24,11
4	8	16c7	58588	96	108	4	9	4210	3,8,2,8
4	8	16c7	64464	96	108	4	12	2410	25,3,8,10
4	8	4000	1	40	42	0	1	8000	
4	8	4000	1132	40	48	4	0	8000	11,11,1,16
4	8	4000	1208	40	48	4	0	8000	8,1,8,17
4	8	4000	2144	40	48	4	0	8000	3,25,24,17
4	8	4000	2456	40	48	4	0	8000	25,10,17,8
4	8	4000	3140	40	48	4	0	8000	26,1,8,26
4	8	4000	4912	40	48	4	0	8000	26,19,10,16
4	8	4000	5708	40	48	4	0	8000	24,16,3,24
4	8	4800	1092	36	44	4	0	800	10,16,3,24
4	8	4800	1208	36	44	4	0	800	8,1,8,17
4	8	4800	4580	36	44	4	0	4000	24,2,10,24
4	8	4800	5708	36	44	4	0	800	24,16,3,24
4	8	4800	5856	36	44	4	0	4000	2,10,8,26
4	8	4800	7164	36	44	4	0	4000	11,2,26,19
4	8	4800	7724	36	44	4	0	2000	25,1,16,10
4	8	4800	8936	36	44	4	0	4000	10,2,17,26
4	8	6000	196	36	44	4	0	2000	8,3,3,25
4	8	6000	340	36	44	4	0	800	2,16,2,17
4	8	6000	1132	36	44	4	0	4000	11,11,1,16
4	8	6000	2144	36	44	4	0	80	3,25,24,17
4	8	6000	2756	36	44	4	0	4000	25,1,10,25
4	8	6000	3140	36	44	4	0	4000	26,1,8,26
4	8	6000	5856	36	44	4	0	2000	2,10,8,26
4	8	6000	7684	36	44	4	0	2000	8,17,25,17
4	8	7c00	2456	100	108	4	0	9100	25,10,17,8
4	8	7c00	9136	100	108	4	0	9100	2,8,2,26
4	8	7c00	10528	100	108	4	0	8500	17,16,8,25
4	8	7c00	15952	100	108	4	0	8500	16,25,8,17
4	8	7c00	16668	100	108	4	0	8500	26,8,17,10
4	8	7c00	37088	100	108	4	0	9100	10,26,1,8
4	8	7c00	37308	100	108	4	0	8500	25,1,16,1
4	8	7c00	37344	100	108	4	0	8500	25,2,16,1
4	9	0	0	0	0	0	0	0	
4	9	0	1	0	2	0	1	0	
4	9	0	2	0	2	0	2	0	
4	9	0	4	0	2	0	4	0	
4	9	0	8	0	2	0	8	0	
4	9	0	3	0	4	0	3	0	
4	9	0	5	0	4	0	5	0	
4	9	0	6	0	4	0	6	0	
4	9	400	5	44	48	0	5	8000	
4	9	400	300	44	52	4	0	8000	19,26,3,16
4	9	400	3796	44	52	4	0	8000	8,1,25,10
4	9	400	4464	44	52	4	0	8000	26,26,10,8
4	9	400	4852	44	52	4	0	8000	26,8,10,2
4	9	400	5188	44	52	4	0	8000	10,11,19,16
4	9	400	5436	44	52	4	0	8000	26,24,1,17
4	9	400	6244	44	52	4	0	8000	26,16,8,16
4	9	488	6504	80	88	4	0	8200	24,25,11,1
4	9	488	7256	80	88	4	0	8400	3,24,24,8
4	9	488	10088	80	88	4	0	8008	2,24,26,26
4	9	488	10496	80	88	4	0	8400	17,3,16,17
4	9	488	18760	80	88	4	0	8400	11,3,8,11
4	9	488	20444	80	88	4	0	8008	24,2,19,2
4	9	488	23732	80	88	4	0	8040	26,24,16,2
4	9	488	24576	80	88	4	0	8400	3,1,1,8
4	9	1400	792	40	48	4	0	2000	2,10,17,16
4	9	1400	852	40	48	4	0	800	8,24,8,17
4	9	1400	1052	40	48	4	0	2000	3,24,10,25
4	9	1400	5436	40	48	4	0	800	26,24,1,17
4	9	1400	9420	40	48	4	0	800	2,2,17,8
4	9	1400	12112	40	48	4	0	800	24,17,19,19
4	9	1400	14684	40	48	4	0	4000	8,2,24,1
4	9	1400	16752	40	48	4	0	2000	10,26,24,26
4	9	37ff	5	108	112	0	5	8401	
4	9	37ff	300	108	116	4	0	8041	19,26,3,16
4	9	37ff	4464	108	116	4	0	8401	26,26,10,8
4	9	37ff	4852	108	116	4	0	8401	26,8,10,2
4	9	37ff	6244	108	116	4	0	8401	26,16,8,16
4	9	37ff	7088	108	116	4	0	8041	2,19,26,24
4	9	37ff	9368	108	116	4	0	8401	26,1,1,24
4	9	37ff	12780	108	116	4	0	8401	2,16,26,16
4	9	4000	1	44	46	0	1	8000	
4	9	4000	1132	44	52	4	0	8000	11,11,1,16
4	9	4000	1208	44	52	4	0	8000	8,1,8,17
4	9	4000	2144	44	52	4	0	8000	3,25,24,17
4	9	4000	2456	44	52	4	0	8000	25,10,17,8
4	9	4000	3140	44	52	4	0	8000	26,1,8,26
4	9	4000	4912	44	52	4	0	8000	26,19,10,16
4	9	4000	5708	44	52	4	0	8000	24,16,3,24
4	9	6000	196	40	48	4	0	2000	8,3,3,25
4	9	6000	340	40	48	4	0	800	2,16,2,17
4	9	6000	1132	40	48	4	0	4000	11,11,1,16
4	9	6000	2144	40	48	4	0	80	3,25,24,17
4	9	6000	2756	40	48	4	0	4000	25,1,10,25
4	9	6000	3140	40	48	4	0	4000	26,1,8,26
4	9	6000	5856	40	48	4	0	2000	2,10,8,26
4	9	6000	7684	40	48	4	0	2000	8,17,25,17
4	9	ffec	10	108	112	0	10	8401	
4	9	ffec	28	108	120	4	10	8401	11,8,25,25
4	9	ffec	288	108	120	4	10	8401	24,25,1,1
4	9	ffec	1576	108	120	4	10	8401	8,24,25,26
4	9	ffec	1660	108	120	4	6	8041	19,8,26,19
4	9	ffec	1920	108	120	4	10	8401	11,8,26,26
4	9	ffec	2492	108	120	4	10	8401	11,8,25,25
4	9	ffec	3332	108	120	4	10	8401	1,26,26,1
4	10	0	0	0	0	0	0	0	
4	10	0	1	0	2	0	1	0	
4	10	0	2	0	2	0	2	0	
4	10	0	4	0	2	0	4	0	
4	10	0	8	0	2	0	8	0	
4	10	0	3	0	4	0	3	0	
4	10	0	5	0	4	0	5	0	
4	10	0	6	0	4	0	6	0	
4	10	2	14	48	54	0	14	8000	
4	10	2	732	48	56	4	0	8000	3,17,2,25
4	10	2	1276	48	56	4	0	8000	1,17,2,11
4	10	2	1764	48	56	4	0	8000	2,17,26,11
4	10	2	3424	48	56	4	0	8000	1,10,26,3
4	10	2	5888	48	56	4	0	8000	16,1,2,11
4	10	2	8340	48	56	4	0	8000	3,11,1,26
4	10	2	8480	48	56	4	0	8000	1,26,11,10
4	10	4	13	48	54	0	13	8000	
4	10	4	400	48	56	4	0	8000	11,8,19,2
4	10	4	1184	48	56	4	0	8000	10,1,19,24
4	10	4	2640	48	56	4	0	8000	8,24,10,3
4	10	4	4920	48	56	4	0	8000	10,19,3,24
4	10	4	5004	48	56	4	0	8000	11,2,10,16
4	10	4	6444	48	56	4	0	8000	3,11,26,8
4	10	4	14244	48	56	4	0	8000	10,11,3,24
4	10	28	4496	44	52	4	0	2000	24,25,10,19
4	10	28	5448	44	52	4	0	800	19,11,17,10
4	10	28	6136	44	52	4	0	800	17,10,10,11
4	10	28	6792	44	52	4	0	2000	3,10,16,24
4	10	28	8004	44	52	4	0	800	24,17,24,3
4	10	28	8352	44	52	4	0	800	17,11,8,8
4	10	28	9652	44	52	4	0	2000	10,1,17,19
4	10	28	10368	44	52	4	0	80	17,19,11,26
