n	k	truth	candidate	T	N	depth	polarity	anf	gates
5	1	13	1424	24	38	4	26	84000000	11,10,10,10
5	1	13	2732	24	38	4	26	84000000	12,10,32,35
5	1	13	3256	24	38	4	26	84000000	35,2,24,2
5	1	13	3684	24	38	4	26	84000000	24,4,26,4
5	1	13	4096	24	38	4	26	84000000	35,26,10,11
5	1	a48	1180	20	32	4	20	20080000	10,8,35,16
5	1	a48	42048	20	32	4	24	40200000	4,1,34,4
5	1	a48	52816	20	32	4	20	8200000	17,16,1,10
5	1	a48	55840	20	32	4	18	40200000	19,3,17,2
5	1	a48	5264	20	34	4	22	8200000	16,34,3,17
5	1	a48	11128	20	34	4	22	8200000	1,16,1,3
5	1	a48	33144	20	34	4	26	40200000	33,17,11,2
5	1	a48	50380	20	34	4	22	20080000	10,16,8,1
5	1	b6c	42404	32	42	4	16	90080000	11,24,26,17
5	1	b6c	29548	32	44	4	20	82400000	35,25,8,19
5	1	b6c	330	32	62	12	21	90080000	8,33,19,4,4,3,19,1,2,35,25,16
5	1	b6c	1415	32	70	16	22	84200000	11,26,1,33,2,25,3,24,24,25,16,33,24,1,26,24
5	1	b6c	25640	40	50	4	16	84340000	26,25,34,16
5	1	b6c	3932	40	52	4	17	84340000	1,25,1,26
5	1	b6c	51616	40	52	4	18	83500000	19,24,26,10
5	1	b6c	6448	40	54	4	19	85300000	32,11,26,10
5	1	1480	8932	24	36	4	20	80080000	24,19,3,25
5	1	1480	22260	24	36	4	24	80080000	2,24,35,17
5	1	1480	46980	24	36	4	24	80200000	26,24,1,10
5	1	1480	2876	24	38	4	28	84000000	11,24,1,19
5	1	1480	46732	24	38	4	14	80200000	25,10,24,4
5	1	1480	62612	24	38	4	28	80080000	16,1,16,24
5	1	1480	3580	24	40	4	30	80200000	10,35,26,24
5	1	1480	21461	24	40	8	0	80080000	25,2,17,25,24,35,11,12
5	1	1ec8	11973	32	54	8	25	84200000	19,32,2,11,24,2,1,1
5	1	1ec8	48381	32	54	8	11	84000080	12,19,11,33,33,24,33,26
5	1	1ec8	40388	40	50	4	16	83440000	24,11,16,34
5	1	1ec8	50868	40	52	4	24	901c0000	8,2,10,24
5	1	1ec8	12096	40	54	4	25	901c0000	26,32,24,25
5	1	1ec8	15464	40	54	4	25	901c0000	26,24,35,2
5	1	1ec8	54008	40	54	4	25	901c0000	2,35,24,34
5	1	1ec8	1928	40	56	4	29	910c0000	10,2,19,34
5	1	100050	9	24	28	0	9	80002000	
5	1	100050	50840	24	32	4	0	80002000	16,3,35,35
5	1	100050	4892	24	34	4	1	80002000	19,33,17,2
5	1	100050	11044	24	34	4	1	80002000	19,28,28,2
5	1	100050	11500	24	34	4	1	90000000	32,16,4,19
5	1	100050	24784	24	34	4	2	80002000	17,19,16,12
5	1	100050	25316	24	34	4	1	82000000	20,34,20,35
5	1	100050	26876	24	34	4	4	80002000	16,19,26,20
5	1	200013	26	20	26	0	26	4008000	
5	1	200013	140	20	34	4	26	4008000	20,25,2,16
5	1	200013	512	20	34	4	26	4008000	34,11,24,34
5	1	200013	1424	20	34	4	26	4008000	11,10,10,10
5	1	200013	3684	20	34	4	26	4008000	24,4,26,4
5	1	200013	6508	20	34	4	26	4008000	8,10,24,10
5	1	200013	7096	20	34	4	26	4008000	4,4,11,26
5	1	200013	7992	20	34	4	26	4008000	8,26,26,8
5	1	c060c0c	12	16	20	0	12	20000040	
5	1	c060c0c	5784	16	26	4	4	20000040	3,28,32,28
5	1	c060c0c	13352	16	26	4	4	20000040	11,11,3,19
5	1	c060c0c	26564	16	26	4	4	20000040	3,19,17,20
5	1	c060c0c	43112	16	26	4	1	20000008	24,2,3,16
5	1	c060c0c	44888	16	26	4	4	20000040	33,35,19,33
5	1	c060c0c	51140	16	26	4	4	20000040	32,32,35,17
5	1	c060c0c	56788	16	26	4	4	20000040	19,24,35,16
5	1	10202020	2	20	22	0	2	40000080	
5	1	10202020	23052	20	28	4	0	40000080	3,10,17,3
5	1	10202020	23260	20	28	4	0	40200000	17,12,33,12
5	1	10202020	33232	20	28	4	0	40000080	24,24,11,17
5	1	10202020	40808	20	28	4	0	40000080	8,17,17,17
5	1	10202020	41780	20	28	4	0	40000080	12,8,10,17
5	1	10202020	100	20	30	4	2	40000080	10,19,8,35
5	1	10202020	408	20	30	4	2	40000080	28,12,35,24
5	1	10701f00	36398	29	55	12	2	80200500	16,1,1,4,33,12,33,32,28,33,1,19
5	1	10701f00	48106	29	57	12	17	81000180	20,2,28,19,2,17,35,35,20,3,25,24
5	1	10701f00	63076	32	44	4	24	80042040	24,11,19,25
5	1	10701f00	52585	32	50	8	1	80100820	25,10,10,20,26,16,4,19
5	1	10701f00	58193	32	50	8	2	81001080	19,28,17,16,12,12,1,24
5	1	10701f00	3157	32	52	8	17	80101800	1,24,17,25,16,26,25,19
5	1	10701f00	32697	32	52	8	24	80024020	25,1,3,19,24,35,1,35
5	1	10701f00	50151	32	70	16	25	80100820	4,8,16,4,10,33,28,33,12,12,20,19,4,10,8,12
5	1	1a7d8b6c	18701	45	66	8	10	91010c21	35,1,11,26,25,10,12,11
5	1	1a7d8b6c	11720	46	56	4	2	800c4522	1,28,11,4
5	1	1a7d8b6c	15400	46	56	4	2	800c4522	1,4,28,11
5	1	1a7d8b6c	27204	46	60	4	26	800c4524	3,28,20,1
5	1	1a7d8b6c	40396	46	60	4	21	800a2342	10,19,8,12
5	1	1a7d8b6c	12460	47	60	4	6	8030511b	17,10,2,17
5	1	1a7d8b6c	46312	49	62	4	17	800a2941	19,3,12,8
5	1	1a7d8b6c	55428	49	64	4	22	800c4921	28,10,1,12
5	1	20802001	21016	20	34	4	11	20000800	16,10,19,33
5	1	20802001	268	20	36	4	27	8000080	17,16,25,35
5	1	20802001	23040	20	36	4	27	8000080	16,17,2,25
5	1	20802001	14129	20	42	8	13	8002000	16,17,12,11,24,28,34,12
5	1	20802001	9877	20	44	8	27	8002000	17,16,8,11,8,16,33,16
5	1	20802001	24301	20	44	8	23	804000	8,4,11,1,26,19,25,10
5	1	20802001	27889	20	44	8	30	40002000	11,17,26,17,3,16,28,33
5	1	20802001	30969	20	44	8	29	40002000	3,2,32,8,24,16,11,1
5	1	40001500	17	20	24	0	17	2008000	
5	1	40001500	56948	20	28	4	0	2008000	26,24,4,12
5	1	40001500	5788	20	30	4	16	2008000	12,24,17,26
5	1	40001500	8416	20	30	4	1	2008000	28,2,24,24
5	1	40001500	9500	20	30	4	1	2008000	26,2,12,28
5	1	40001500	11208	20	30	4	2	20000800	33,12,24,26
5	1	40001500	20080	20	30	4	1	2008000	28,26,12,2
5	1	40001500	21624	20	30	4	1	2800000	35,28,16,16
5	1	44000000	1	12	14	0	1	8000000	
5	1	44000000	5	12	16	0	5	8000000	
5	1	44000000	556	12	20	4	0	8000000	11,8,28,3
5	1	44000000	4400	12	20	4	0	8000000	3,3,4,24
5	1	44000000	13724	12	20	4	0	8000000	25,24,33,26
5	1	44000000	26316	12	20	4	0	8000000	10,3,10,8
5	1	44000000	34576	12	20	4	0	8000000	24,10,10,34
5	1	44000000	37568	12	20	4	0	8000000	8,11,3,10
5	1	8c4e18f0	46902	43	70	12	1	9008031b	34,24,2,12,26,4,33,1,35,35,1,20
5	1	8c4e18f0	38506	45	75	12	26	800b3400	3,33,16,11,11,28,34,34,20,8,16,32
5	1	8c4e18f0	56922	46	73	12	4	800f4411	16,17,3,3,34,32,8,12,16,25,1,1
5	1	8c4e18f0	58458	46	75	12	12	800a412d	11,16,10,16,20,20,25,17,16,24,3,32
5	1	8c4e18f0	795	46	81	16	1	82501143	8,12,1,4,3,10,3,4,34,26,4,19,19,34,34,20
5	1	8c4e18f0	16036	47	58	4	16	84312015	10,34,20,33
5	1	8c4e18f0	1445	47	68	8	6	81492111	28,16,2,4,10,12,24,1
5	1	8c4e18f0	3294	47	74	12	2	80601915	1,24,24,8,8,16,26,24,12,12,34,10
5	1	b4d22911	45567	35	68	16	0	80052035	4,28,26,35,2,32,1,4,4,12,24,11,35,16,33,8
5	1	b4d22911	14436	37	51	4	22	82100058	16,34,24,25
5	1	b4d22911	10222	37	65	12	18	80042038	35,2,32,2,24,20,3,3,25,16,34,2
5	1	b4d22911	19472	38	53	4	19	90110419	2,35,25,26
5	1	b4d22911	44241	38	61	8	22	82110059	26,34,34,26,24,16,32,25
5	1	b4d22911	51138	38	67	12	18	90150019	24,34,11,3,11,35,1,25,2,16,16,3
5	1	b4d22911	3007	38	77	16	22	82030063	32,1,35,28,17,10,17,24,2,4,28,4,8,35,17,32
5	1	b4d22911	33154	39	65	12	16	82110344	33,8,8,35,16,20,17,20,4,24,2,35
5	1	c56b4a5a	23893	35	55	8	9	9402106	24,32,19,33,25,20,8,28
5	1	c56b4a5a	13564	38	53	4	25	20440c13	19,12,33,10
5	1	c56b4a5a	8189	38	59	8	5	5842007	16,28,33,12,12,8,26,25
5	1	c56b4a5a	3770	38	69	12	21	8234501	12,11,26,12,2,16,20,33,8,17,25,34
5	1	c56b4a5a	58006	39	69	12	19	43030190	34,19,25,2,25,12,4,8,3,1,33,26
5	1	c56b4a5a	49867	39	75	16	17	100a810e	2,17,11,32,16,10,8,17,11,33,2,26,25,34,4,2
5	1	c56b4a5a	58842	41	69	12	6	14248100	10,20,24,11,4,4,20,32,2,33,8,19
5	1	c56b4a5a	48162	41	72	12	22	240010e3	17,19,28,20,17,10,19,32,26,17,20,33
5	1	e07fe000	25265	29	47	8	2	80024010	17,25,3,20,24,32,25,25
5	1	e07fe000	3667	31	69	16	13	81000096	35,35,12,26,10,28,16,28,8,32,32,20,20,20,25,2
5	1	e07fe000	53484	34	44	4	2	81034010	25,20,17,3
5	1	e07fe000	58732	34	48	4	26	81001190	1,24,24,24
5	1	e07fe000	58193	34	52	8	2	81110090	19,28,17,16,12,12,1,24
5	1	e07fe000	10321	34	54	8	17	8002401a	11,20,4,1,8,1,24,1
5	1	e07fe000	21715	35	70	16	1	82110053	17,20,20,32,34,11,12,34,4,24,10,35,34,2,25,16
5	1	e07fe000	58371	35	70	16	4	9001041d	1,33,12,1,33,3,28,33,4,4,3,33,3,17,34,25
5	1	ff800000	8	21	23	0	8	81010000	
5	1	ff800000	45340	21	29	4	0	81010000	35,19,25,19
5	1	ff800000	45560	21	29	4	0	80030000	32,3,35,24
5	1	ff800000	1444	21	31	4	4	81010000	10,32,35,8
5	1	ff800000	4676	21	31	4	1	81010000	35,8,33,25
5	1	ff800000	6704	21	31	4	2	81010000	35,25,32,32
5	1	ff800000	6772	21	31	4	4	81010000	10,32,35,32
5	1	ff800000	9088	21	31	4	8	81010000	16,8,26,24
5	2	44000000	1	16	18	0	1	8000000	
5	2	44000000	5	16	20	0	5	8000000	
5	2	44000000	556	16	24	4	0	8000000	11,8,28,3
5	2	44000000	4400	16	24	4	0	8000000	3,3,4,24
5	2	44000000	13724	16	24	4	0	8000000	25,24,33,26
5	2	44000000	26316	16	24	4	0	8000000	10,3,10,8
5	2	44000000	34576	16	24	4	0	8000000	24,10,10,34
5	2	44000000	37568	16	24	4	0	8000000	8,11,3,10
5	4	b4d22911	14436	108	122	4	22	82100058	16,34,24,25
5	4	b4d22911	10222	108	136	12	18	80042038	35,2,32,2,24,20,3,3,25,16,34,2
5	4	b4d22911	45293	112	132	8	18	9200020c	3,8,3,19,10,33,17,3
5	4	b4d22911	20195	112	148	16	6	9800010c	1,34,2,35,1,17,19,16,26,16,25,28,33,24,33,16
5	4	b4d22911	45643	112	148	16	17	90052040	25,25,3,1,17,25,12,28,16,19,25,19,16,12,26,35
5	4	b4d22911	64883	112	148	16	24	81001882	25,10,32,19,35,28,32,10,33,4,26,11,34,33,34,24
5	4	b4d22911	13119	112	150	16	11	81202410	12,33,16,16,1,34,35,24,2,16,16,25,16,8,25,16
5	4	b4d22911	23067	112	150	16	7	80100e40	24,34,20,11,2,16,20,20,26,11,32,28,17,8,3,26
5	10	a48	1180	92	104	4	20	20080000	10,8,35,16
5	10	a48	42048	92	104	4	24	40200000	4,1,34,4
5	10	a48	52816	92	104	4	20	8200000	17,16,1,10
5	10	a48	55840	92	104	4	18	40200000	19,3,17,2
5	10	a48	5264	92	106	4	22	8200000	16,34,3,17
5	10	a48	11128	92	106	4	22	8200000	1,16,1,3
5	10	a48	33144	92	106	4	26	40200000	33,17,11,2
5	10	a48	50380	92	106	4	22	20080000	10,16,8,1
5	10	1480	8932	96	108	4	20	80080000	24,19,3,25
5	10	1480	22260	96	108	4	24	80080000	2,24,35,17
5	10	1480	46980	96	108	4	24	80200000	26,24,1,10
5	10	1480	2876	96	110	4	28	84000000	11,24,1,19
5	10	1480	46732	96	110	4	14	80200000	25,10,24,4
5	10	1480	62612	96	110	4	28	80080000	16,1,16,24
5	10	1480	3580	96	112	4	30	80200000	10,35,26,24
5	10	1480	21461	96	112	8	0	80080000	25,2,17,25,24,35,11,12
5	11	b6c	42404	152	162	4	16	90080000	11,24,26,17
5	11	b6c	29548	152	164	4	20	82400000	35,25,8,19
5	11	b6c	330	152	182	12	21	90080000	8,33,19,4,4,3,19,1,2,35,25,16
5	11	b6c	1415	152	190	16	22	84200000	11,26,1,33,2,25,3,24,24,25,16,33,24,1,26,24
5	11	b6c	25640	240	250	4	16	84340000	26,25,34,16
5	11	b6c	3932	240	252	4	17	84340000	1,25,1,26
5	11	b6c	51616	240	252	4	18	83500000	19,24,26,10
5	11	b6c	6448	240	254	4	19	85300000	32,11,26,10
5	11	1ec8	11973	152	174	8	25	84200000	19,32,2,11,24,2,1,1
5	11	1ec8	48381	152	174	8	11	84000080	12,19,11,33,33,24,33,26
5	11	1ec8	40388	240	250	4	16	83440000	24,11,16,34
5	11	1ec8	50868	240	252	4	24	901c0000	8,2,10,24
5	11	1ec8	12096	240	254	4	25	901c0000	26,32,24,25
5	11	1ec8	15464	240	254	4	25	901c0000	26,24,35,2
5	11	1ec8	54008	240	254	4	25	901c0000	2,35,24,34
5	11	1ec8	1928	240	256	4	29	910c0000	10,2,19,34
5	12	20802001	21016	108	122	4	11	20000800	16,10,19,33
5	12	20802001	268	108	124	4	27	8000080	17,16,25,35
5	12	20802001	23040	108	124	4	27	8000080	16,17,2,25
5	12	20802001	14129	108	130	8	13	8002000	16,17,12,11,24,28,34,12
5	12	20802001	9877	108	132	8	27	8002000	17,16,8,11,8,16,33,16
5	12	20802001	24301	108	132	8	23	804000	8,4,11,1,26,19,25,10
5	12	20802001	27889	108	132	8	30	40002000	11,17,26,17,3,16,28,33
5	12	20802001	30969	108	132	8	29	40002000	3,2,32,8,24,16,11,1
6	0	ffecfec8ec80c800	60402	18	57	12	61	2000011102010114	21,10,19,43,4,32,17,24,11,21,33,17
6	0	ffecfec8ec80c800	10519	20	66	16	63	800014001d0100	32,35,20,42,29,34,11,41,35,8,29,3,35,8,43,3
6	0	ffecfec8ec80c800	5754	21	58	12	63	1811c1400	20,33,32,26,17,24,35,32,16,41,43,29
6	0	ffecfec8ec80c800	42642	21	62	12	63	182001776	25,3,25,42,11,43,19,42,4,16,43,42
6	0	ffecfec8ec80c800	40687	22	72	16	63	180171f16	25,43,24,17,41,12,1,26,41,17,3,16,35,12,41,42
6	0	ffecfec8ec80c800	55371	23	66	16	55	82002600000140	44,40,2,32,26,17,41,29,17,4,25,21,25,12,43,43
6	0	ffecfec8ec80c800	12587	24	72	16	59	902010500050513	21,1,28,19,19,4,13,19,32,37,2,20,37,32,21,29
6	0	ffecfec8ec80c800	44235	24	72	16	55	800021000501fe	10,24,26,10,17,13,17,2,25,28,10,13,11,42,43,32
6	1	4c800004848	30248	36	46	4	4	80400000000080	20,32,35,34
6	1	4c800004848	2016	36	48	4	17	480000000400000	40,35,11,2
6	1	4c800004848	34416	36	48	4	20	480000000400000	2,3,10,16
6	1	4c800004848	45564	36	48	4	24	80000008400000	5,42,40,13
6	1	4c800004848	36717	36	56	8	34	482000000000000	41,19,44,8,37,8,16,12
6	1	4c800004848	26237	36	58	8	56	400800000004000	35,2,42,28,11,35,11,13
6	1	4c800004848	26269	36	58	8	21	4008000004000000	24,42,40,43,2,42,19,2
6	1	4c800004848	63425	36	58	8	25	480000000400000	12,40,29,29,12,37,35,2
6	1	cc000004848	61424	20	30	4	16	8000000400000	40,2,33,24
6	1	cc000004848	16308	20	32	4	48	400000000400000	26,8,8,3
6	1	cc000004848	34416	20	32	4	20	400000000400000	2,3,10,16
6	1	cc000004848	36276	20	32	4	48	400000000400000	26,3,42,42
6	1	cc000004848	58824	20	32	4	40	8000004000000	10,24,12,19
6	1	cc000004848	9812	20	34	4	44	8000400000	26,20,24,34
6	1	cc000004848	14408	20	34	4	41	8000000400000	24,12,26,32
6	1	cc000004848	14700	20	34	4	52	8000004000000	35,24,19,35
6	1	8c800000cc00	29048	24	34	4	16	180000000000000	41,24,13,1
6	1	8c800000cc00	47636	24	36	4	17	80000004000000	33,34,24,40
6	1	8c800000cc00	64508	24	36	4	20	80000004000000	43,42,43,24
6	1	8c800000cc00	25669	24	40	8	0	80000004000000	24,12,40,32,37,37,8,16
6	1	8c800000cc00	17225	24	42	8	2	80000004000000	32,19,19,12,24,16,40,33
6	1	8c800000cc00	2609	24	46	8	49	80000004000000	24,33,28,16,13,26,26,28
6	1	8c800000cc00	11649	24	48	8	60	80000004000000	24,35,11,4,34,13,4,21
6	1	8c800000cc00	22370	24	50	12	16	80000004000000	13,1,33,24,5,13,13,42,37,1,42,25
6	1	691ec800001480	3898	100	130	12	21	200c060040406c00	10,35,8,32,26,29,11,16,13,2,21,11
6	1	691ec800001480	21328	104	116	4	24	4832100008284000	21,1,24,42
6	1	691ec800001480	27499	104	144	16	45	204570a0402040	10,26,34,2,16,10,8,29,20,33,40,34,21,4,41,28
6	1	691ec800001480	6780	108	126	4	59	4860020080680200	26,17,34,8
6	1	691ec800001480	5369	108	130	8	21	600802008ac00000	26,44,8,44,16,10,29,35
6	1	691ec800001480	24817	108	132	8	53	60c8020042000800	26,37,35,13,16,10,8,3
6	1	691ec800001480	55578	108	134	12	16	280c00004a406000	21,24,32,42,26,16,32,35,42,42,40,33
6	1	691ec800001480	48767	108	149	16	51	10091111c0a91111	42,33,16,41,43,1,17,32,41,10,12,12,24,43,17,24
6	1	80c0e0f0f8fcfe	11280	26	42	4	60	204001000000014	21,42,10,12
6	1	80c0e0f0f8fcfe	38688	29	41	4	20	1120400040	42,3,21,12
6	1	80c0e0f0f8fcfe	33128	29	47	4	62	1100508000	42,24,33,24
6	1	80c0e0f0f8fcfe	8628	30	47	4	54	5081100000011	21,3,33,11
6	1	80c0e0f0f8fcfe	22763	32	75	16	62	500418055	3,13,32,32,41,17,3,41,34,43,16,40,42,11,41,24
6	1	80c0e0f0f8fcfe	58664	33	45	4	48	204001600000010	12,21,1,40
6	1	80c0e0f0f8fcfe	21548	33	47	4	44	1120402000	24,42,12,16
6	1	80c0e0f0f8fcfe	7005	33	55	8	52	1110408000	24,42,21,21,17,3,25,33
6	1	38fe7f06fbe1f00	26041	97	118	8	9	1480260d202129	5,10,43,24,17,37,41,8
6	1	38fe7f06fbe1f00	43673	105	127	8	37	1452801112101800	8,17,4,21,4,1,37,35
6	1	38fe7f06fbe1f00	1265	111	132	8	34	119c00842e1115	12,20,33,43,41,11,11,26
6	1	38fe7f06fbe1f00	63683	114	148	16	1	2905418300490808	2,29,44,40,24,28,2,17,2,10,16,37,37,11,35,33
6	1	38fe7f06fbe1f00	1480	122	134	4	6	3842711130d4000	44,29,17,44
6	1	38fe7f06fbe1f00	1317	123	141	8	32	24891204737530	29,35,17,1,2,5,25,26
6	1	38fe7f06fbe1f00	21919	124	156	16	0	2088715100f31e4	12,41,3,37,34,35,29,1,5,17,41,34,19,2,25,42
6	1	38fe7f06fbe1f00	633	125	152	8	55	2d0040118246e09	28,4,10,37,5,17,29,44
6	1	c06060c0c0c0606	28	24	30	0	28	200000200040	
6	1	c06060c0c0c0606	6956	24	34	4	4	200000200040	17,1,43,20
6	1	c06060c0c0c0606	17416	24	36	4	20	200000200040	21,19,29,3
6	1	c06060c0c0c0606	23004	24	36	4	20	200000200040	19,4,43,1
6	1	c06060c0c0c0606	23688	24	36	4	12	200000200040	4,3,16,3
6	1	c06060c0c0c0606	37580	24	36	4	12	400000400020	8,8,8,1
6	1	c06060c0c0c0606	43300	24	36	4	20	200000200040	19,4,3,1
6	1	c06060c0c0c0606	44052	24	36	4	20	200000200040	3,44,43,17
6	1	2020000023130000	34	36	40	0	34	4004000000800000	
6	1	2020000023130000	12988	36	48	4	36	4004000000800000	2,2,33,10
6	1	2020000023130000	20620	36	48	4	33	4004000000800000	13,33,24,21
6	1	2020000023130000	39468	36	48	4	34	4004000000800000	20,8,11,20
6	1	2020000023130000	44572	36	48	4	10	4004000000800000	16,35,37,32
6	1	2020000023130000	47432	36	48	4	36	4004000000800000	34,33,34,10
6	1	2020000023130000	60736	36	48	4	34	4004000000800000	20,12,8,20
6	1	2020000023130000	1648	36	50	4	35	4004000000800000	11,1,1,32
6	1	3a94b5a5c56b4a5a	47505	40	59	8	8	103508107	29,8,19,16,37,17,26,34
6	1	3a94b5a5c56b4a5a	60138	43	76	12	39	4400011014103	42,37,26,17,21,33,16,2,29,1,32,35
6	1	3a94b5a5c56b4a5a	33380	45	63	4	47	104a12036	33,28,26,8
6	1	3a94b5a5c56b4a5a	63724	45	66	4	63	121510c17	19,37,34,12
6	1	3a94b5a5c56b4a5a	28216	46	63	4	43	10b418001	19,21,33,5
6	1	3a94b5a5c56b4a5a	63658	46	77	12	7	10482a011	2,37,29,32,17,26,32,1,12,12,16,3
6	1	3a94b5a5c56b4a5a	4200	47	61	4	11	10b418010	5,33,19,24
6	1	3a94b5a5c56b4a5a	60750	47	79	12	45	114338010	10,1,26,25,43,13,43,3,33,33,34,35
6	1	80a0a0a080000000	27112	24	32	4	0	2000000000000080	13,42,41,42
6	1	80a0a0a080000000	60792	24	36	4	40	2080000000	17,3,5,41
6	1	80a0a0a080000000	16372	24	38	4	50	2080000000	21,41,20,35
6	1	80a0a0a080000000	64324	24	38	4	50	2080000000	4,1,41,21
6	1	80a0a0a080000000	48364	28	36	4	0	2080000020	25,41,21,25
6	1	80a0a0a080000000	9244	28	40	4	34	2080000020	33,40,41,40
6	1	80a0a0a080000000	33412	28	42	4	56	2080000020	20,35,41,19
6	1	80a0a0a080000000	40148	28	42	4	42	2080000020	25,41,12,19
6	1	93ce070f6c31f8f0	40200	31	42	4	32	101258011	29,17,35,26
6	1	93ce070f6c31f8f0	53509	32	52	8	12	100268112	35,1,17,3,25,5,1,26
6	1	93ce070f6c31f8f0	1317	35	54	8	32	100258811	29,35,17,1,2,5,25,26
6	1	93ce070f6c31f8f0	22023	35	71	16	12	1400100550002	5,29,29,43,35,2,19,8,21,1,43,40,8,5,26,43
6	1	93ce070f6c31f8f0	21655	35	74	16	22	40040401050013	2,1,43,19,24,19,43,19,29,5,11,33,25,28,10,11
6	1	93ce070f6c31f8f0	35600	36	47	4	16	100358027	29,35,5,26
6	1	93ce070f6c31f8f0	26594	37	69	12	43	12008100050106	35,37,1,2,24,42,42,13,29,43,21,29
6	1	93ce070f6c31f8f0	29836	38	53	4	22	109053041	34,19,37,20
6	1	c0c0cc008448cc00	9017	24	42	8	1	8000000400400	10,35,13,42,10,26,40,24
6	1	c0c0cc008448cc00	6160	25	39	4	44	8000004000044	19,26,16,11
6	1	c0c0cc008448cc00	36412	25	39	4	13	40000000080404	32,16,26,2
6	1	c0c0cc008448cc00	64468	25	39	4	44	8000000400404	2,34,24,5
6	1	c0c0cc008448cc00	20729	25	47	8	13	200000010050000	28,11,35,2,33,12,8,42
6	1	c0c0cc008448cc00	43156	28	36	4	0	400000000440008	2,3,24,34
6	1	c0c0cc008448cc00	6100	28	40	4	33	8000004000440	24,19,32,35
6	1	c0c0cc008448cc00	35597	28	48	8	24	400000000080048	16,37,19,3,29,26,11,12
6	1	df16c1361a7d8b6c	839	123	162	16	22	341b01a041700c7	35,2,28,33,8,21,12,5,1,2,44,34,19,17,10,8
6	1	df16c1361a7d8b6c	61711	125	161	16	20	2400c034900f0356	44,13,32,40,4,4,32,25,34,29,25,26,44,34,19,42
6	1	df16c1361a7d8b6c	10929	127	147	8	5	20804a01601c2944	13,1,28,2,40,33,41,10
6	1	df16c1361a7d8b6c	30365	134	157	8	22	108427004d166111	26,25,5,28,10,29,37,44
6	1	df16c1361a7d8b6c	17606	137	171	12	31	1083195242140dc8	10,13,40,8,25,17,8,10,32,28,43,19
6	1	df16c1361a7d8b6c	60595	138	176	16	21	251182f804c1a0c	17,40,21,13,29,44,16,43,33,37,28,29,13,32,42,20
6	1	df16c1361a7d8b6c	22359	139	176	16	9	433014232801608b	8,33,32,44,40,16,10,19,28,13,21,13,3,16,2,16
6	1	df16c1361a7d8b6c	25494	140	170	12	42	306013a1400c2752	26,10,42,13,28,40,1,17,44,16,11,3
6	1	ffecfec8ec80c800	60402	37	71	12	61	2000011102010114	21,10,19,43,4,32,17,24,11,21,33,17
6	1	ffecfec8ec80c800	10519	42	86	16	63	800014001d0100	32,35,20,42,29,34,11,41,35,8,29,3,35,8,43,3
6	1	ffecfec8ec80c800	5754	45	81	12	63	1811c1400	20,33,32,26,17,24,35,32,16,41,43,29
6	1	ffecfec8ec80c800	55371	45	87	16	55	82002600000140	44,40,2,32,26,17,41,29,17,4,25,21,25,12,43,43
6	1	ffecfec8ec80c800	42642	49	85	12	63	182001776	25,3,25,42,11,43,19,42,4,16,43,42
6	1	ffecfec8ec80c800	59949	50	76	8	47	810081010090	2,43,21,25,33,17,12,32
6	1	ffecfec8ec80c800	23598	50	83	12	29	2000010020201305	25,41,32,4,10,11,32,5,8,4,16,12
6	1	ffecfec8ec80c800	37946	51	85	12	61	2002022001020114	42,32,13,1,28,37,44,33,16,11,17,16
6	2	ffecfec8ec80c800	60402	68	102	12	61	2000011102010114	21,10,19,43,4,32,17,24,11,21,33,17
6	2	ffecfec8ec80c800	55371	72	114	16	55	82002600000140	44,40,2,32,26,17,41,29,17,4,25,21,25,12,43,43
6	2	ffecfec8ec80c800	10519	72	116	16	63	800014001d0100	32,35,20,42,29,34,11,41,35,8,29,3,35,8,43,3
6	2	ffecfec8ec80c800	59949	76	102	8	47	810081010090	2,43,21,25,33,17,12,32
6	2	ffecfec8ec80c800	5754	76	112	12	63	1811c1400	20,33,32,26,17,24,35,32,16,41,43,29
6	2	ffecfec8ec80c800	46430	80	114	12	47	4010404000000416	34,25,29,4,3,19,29,44,40,37,35,43
6	2	ffecfec8ec80c800	23598	81	113	12	29	2000010020201305	25,41,32,4,10,11,32,5,8,4,16,12
6	2	ffecfec8ec80c800	37946	84	118	12	61	2002022001020114	42,32,13,1,28,37,44,33,16,11,17,16
